"Date","first_purchase_os_name","totalOS"
"2021-03-05","Windows 10",3315
"2021-12-08","Mac OS X",3313
"2019-08-20","Mac OS X",3311
"2018-07-24","Windows 10",3310
"2019-02-26","Mac OS X",3307
"2014-09-04","Windows 7",3306
"2020-09-28","Windows 10",3305
"2021-01-21","Mac OS X",3304
"2021-10-27","Mac OS X",3304
"2017-09-13","Mac OS X",3304
"2018-06-27","Windows 10",3303
"2017-10-30","Mac OS X",3299
"2021-08-23","Windows 10",3298
"2019-11-12","Mac OS X",3297
"2020-03-04","Windows 10",3295
"2021-07-12","Windows 10",3293
"2019-09-03","Mac OS X",3293
"2019-12-31","Mac OS X",3292
"2021-04-16","Windows 10",3288
"2020-07-24","Windows 10",3283
"2019-03-28","Windows 10",3283
"2021-02-05","Windows 10",3282
"2017-02-08","Mac OS X",3281
"2018-07-10","Windows 10",3280
"2014-05-21","Mac OS X",3279
"2020-07-23","Mac OS X",3279
"2020-11-02","Windows 10",3276
"2020-11-23","Windows 10",3274
"2019-10-15","Mac OS X",3267
"2021-06-01","Mac OS X",3266
"2016-11-28","Mac OS X",3265
"2021-02-18","Mac OS X",3265
"2019-10-17","Windows 10",3260
"2021-04-23","Windows 10",3259
"2022-01-03","Windows 10",3259
"2021-06-28","Windows 10",3258
"2021-07-19","Windows 10",3258
"2020-01-22","Windows 10",3257
"2021-08-04","Mac OS X",3255
"2021-08-16","Windows 10",3255
"2018-05-07","Mac OS X",3254
"2021-08-09","Windows 10",3252
"2018-07-24","Mac OS X",3251
"2021-10-04","Windows 10",3246
"2021-07-21","Mac OS X",3244
"2021-12-06","Windows 10",3243
"2020-04-10","Windows 10",3239
"2021-01-08","Windows 10",3237
"2020-02-18","Windows 10",3237
"2018-05-08","Mac OS X",3237
"2020-10-12","Windows 10",3235
"2021-11-10","Mac OS X",3233
"2021-01-07","Mac OS X",3231
"2021-06-22","Mac OS X",3231
"2021-08-18","Mac OS X",3230
"2021-10-25","Windows 10",3230
"2018-06-27","Mac OS X",3229
"2020-02-10","Windows 10",3229
"2019-02-28","Windows 10",3228
"2021-06-14","Windows 10",3224
"2020-07-03","Windows 10",3222
"2020-04-18","Windows 10",3221
"2017-11-22","Windows 10",3219
"2014-10-29","Mac OS X",3218
"2019-11-26","Mac OS X",3218
"2021-04-30","Windows 10",3216
"2021-09-20","Windows 10",3215
"2017-12-21","Windows 10",3214
"2021-11-01","Windows 10",3214
"2020-06-18","Mac OS X",3212
"2020-07-02","Mac OS X",3211
"2016-06-21","Windows 7",3211
"2017-09-13","Windows 10",3210
"2020-03-27","Windows 10",3208
"2021-03-04","Mac OS X",3208
"2021-08-30","Windows 10",3207
"2019-09-05","Windows 10",3207
"2017-10-31","Windows 10",3206
"2020-07-30","Mac OS X",3204
"2018-03-01","Windows 10",3204
"2019-07-09","Mac OS X",3202
"2020-05-11","Mac OS X",3201
"2021-12-30","Windows 10",3196
"2021-09-27","Windows 10",3196
"2020-12-29","Mac OS X",3196
"2019-09-26","Windows 10",3195
"2021-06-29","Mac OS X",3195
"2019-09-19","Windows 10",3195
"2021-11-25","Windows 10",3195
"2020-06-25","Mac OS X",3193
"2016-11-24","Windows 10",3192
"2021-05-31","Windows 10",3191
"2018-08-21","Mac OS X",3190
"2016-09-14","Windows 10",3189
"2019-10-31","Windows 10",3189
"2020-11-16","Windows 10",3188
"2018-12-18","Windows 10",3188
"2019-04-09","Mac OS X",3185
"2021-11-24","Mac OS X",3184
"2015-02-13","Windows 7",3184
"2021-06-21","Windows 10",3183
"2020-09-07","Windows 10",3182
"2017-02-09","Mac OS X",3180
"2018-03-01","Mac OS X",3177
"2017-04-17","Mac OS X",3176
"2016-04-07","Mac OS X",3176
"2021-08-02","Windows 10",3173
"2020-09-03","Mac OS X",3171
"2021-08-11","Mac OS X",3171
"2019-07-11","Windows 10",3169
"2020-04-23","Mac OS X",3169
"2019-06-04","Mac OS X",3168
"2021-10-05","Mac OS X",3168
"2015-04-02","Windows 7",3168
"2016-02-15","Mac OS X",3167
"2014-12-01","Mac OS X",3167
"2020-12-03","Windows 10",3167
"2017-10-30","Windows 10",3167
"2021-07-26","Windows 10",3166
"2020-11-13","Windows 10",3165
"2021-03-11","Mac OS X",3163
"2017-10-31","Mac OS X",3162
"2019-04-24","Mac OS X",3161
"2020-08-27","Mac OS X",3161
"2019-02-14","Windows 10",3159
"2021-06-15","Mac OS X",3158
"2019-10-01","Mac OS X",3156
"2020-01-20","Windows 10",3156
"2017-09-26","Windows 10",3154
"2020-07-16","Mac OS X",3151
"2021-05-07","Windows 10",3151
"2020-03-23","Windows 10",3150
"2019-01-17","Windows 10",3146
"2021-02-11","Mac OS X",3146
"2020-09-11","Windows 10",3144
"2021-05-14","Windows 10",3142
"2020-12-07","Windows 10",3134
"2020-05-18","Mac OS X",3133
"2020-12-02","Mac OS X",3128
"2017-11-28","Windows 10",3128
"2020-01-13","Windows 10",3127
"2020-02-19","Windows 10",3127
"2020-12-23","Mac OS X",3126
"2016-11-01","Mac OS X",3120
"2020-01-16","Mac OS X",3119
"2019-10-29","Mac OS X",3117
"2021-08-31","Mac OS X",3116
"2021-07-13","Mac OS X",3116
"2020-08-21","Windows 10",3116
"2020-03-05","Windows 10",3114
"2020-01-23","Windows 10",3109
"2016-02-14","Mac OS X",3103
"2021-09-28","Mac OS X",3102
"2021-09-14","Mac OS X",3100
"2020-08-28","Windows 10",3100
"2020-01-21","Windows 10",3100
"2020-08-14","Windows 10",3098
"2020-06-08","Mac OS X",3096
"2021-03-18","Mac OS X",3096
"2019-12-23","Windows 10",3094
"2019-12-24","Windows 10",3094
"2019-05-21","Mac OS X",3093
"2019-08-22","Windows 10",3093
"2017-12-28","Windows 10",3091
"2019-06-18","Mac OS X",3089
"2020-01-27","Windows 10",3088
"2020-03-18","Windows 10",3086
"2020-12-15","Mac OS X",3085
"2016-04-08","Windows 10",3085
"2021-12-15","Mac OS X",3084
"2020-08-13","Mac OS X",3082
"2021-02-25","Mac OS X",3082
"2019-06-05","Mac OS X",3082
"2015-09-29","Windows 7",3076
"2019-11-14","Windows 10",3076
"2021-04-09","Windows 10",3076
"2020-02-06","Windows 10",3074
"2020-08-20","Mac OS X",3071
"2019-10-03","Windows 10",3067
"2018-12-31","Mac OS X",3061
"2020-11-06","Windows 10",3061
"2020-08-06","Mac OS X",3059
"2018-08-07","Mac OS X",3059
"2021-04-08","Mac OS X",3059
"2020-10-02","Windows 10",3058
"2020-03-09","Windows 10",3058
"2018-02-15","Windows 10",3057
"2020-02-03","Windows 10",3055
"2017-12-21","Mac OS X",3055
"2020-09-04","Windows 10",3054
"2021-11-12","Windows 10",3053
"2016-12-30","Mac OS X",3053
"2021-10-11","Windows 10",3052
"2020-02-17","Windows 10",3049
"2020-02-28","Windows 10",3048
"2017-04-17","Windows 10",3044
"2017-11-20","Mac OS X",3038
"2017-09-26","Mac OS X",3036
"2020-03-19","Windows 10",3033
"2020-05-16","Windows 10",3033
"2021-05-21","Windows 10",3031
"2021-07-30","Windows 10",3029
"2021-04-29","Mac OS X",3028
"2020-09-10","Mac OS X",3026
"2020-04-25","Windows 10",3025
"2021-08-24","Mac OS X",3024
"2021-04-01","Mac OS X",3024
"2016-10-31","Mac OS X",3023
"2020-05-17","Windows 10",3023
"2020-03-17","Windows 10",3023
"2020-09-18","Windows 10",3016
"2018-03-15","Windows 10",3016
"2021-11-16","Mac OS X",3014
"2019-05-22","Mac OS X",3013
"2020-05-01","Mac OS X",3012
"2020-02-07","Windows 10",3011
"2021-11-22","Windows 10",3011
"2019-02-06","Windows 10",3009
"2019-06-19","Mac OS X",3003
"2020-09-25","Windows 10",3003
"2021-08-10","Mac OS X",3002
"2017-02-08","Windows 10",3002
"2016-06-20","Windows 10",3000
"2020-04-26","Windows 10",2998
"2019-08-08","Windows 10",2996
"2020-11-19","Mac OS X",2995
"2021-03-25","Mac OS X",2993
"2020-06-29","Mac OS X",2992
"2020-06-15","Mac OS X",2990
"2021-07-06","Mac OS X",2989
"2021-09-21","Mac OS X",2988
"2016-11-23","Mac OS X",2986
"2021-11-15","Windows 10",2985
"2019-07-23","Mac OS X",2985
"2018-12-04","Mac OS X",2985
"2020-04-19","Windows 10",2983
"2021-06-11","Windows 10",2981
"2016-09-15","Windows 7",2979
"2018-04-12","Windows 10",2977
"2019-05-10","Windows 10",2977
"2021-10-12","Mac OS X",2976
"2020-02-20","Windows 10",2975
"2017-11-22","Mac OS X",2975
"2017-06-22","Mac OS X",2974
"2020-01-07","Windows 10",2974
"2020-05-03","Windows 10",2973
"2021-10-19","Mac OS X",2973
"2021-02-01","Mac OS X",2972
"2020-03-06","Windows 10",2971
"2020-01-06","Windows 10",2970
"2020-01-08","Windows 10",2970
"2021-07-05","Windows 10",2969
"2020-09-17","Mac OS X",2966
"2020-10-16","Windows 10",2964
"2020-04-06","Mac OS X",2963
"2020-01-31","Windows 10",2963
"2020-04-13","Mac OS X",2962
"2020-11-20","Windows 10",2961
"2017-11-20","Windows 10",2960
"2017-02-09","Windows 10",2958
"2017-11-21","Mac OS X",2957
"2018-09-06","Windows 10",2957
"2021-10-26","Mac OS X",2955
"2021-08-03","Mac OS X",2955
"2020-04-17","Mac OS X",2955
"2021-10-15","Windows 10",2955
"2019-12-12","Windows 10",2954
"2019-04-16","Windows 10",2953
"2019-07-25","Windows 10",2952
"2020-10-22","Mac OS X",2949
"2019-08-06","Mac OS X",2949
"2020-12-14","Windows 10",2948
"2020-04-24","Mac OS X",2945
"2018-07-10","Mac OS X",2944
"2016-04-06","Mac OS X",2944
"2021-06-04","Windows 10",2943
"2021-12-29","Mac OS X",2942
"2019-04-03","Windows 10",2939
"2016-04-05","Mac OS X",2938
"2020-02-24","Windows 10",2936
"2021-12-03","Windows 10",2935
"2020-01-09","Windows 10",2929
"2019-02-20","Windows 10",2926
"2020-06-06","Windows 10",2926
"2020-01-30","Mac OS X",2921
"2020-10-30","Windows 10",2921
"2017-12-28","Mac OS X",2919
"2020-10-09","Windows 10",2918
"2020-02-27","Mac OS X",2918
"2019-09-11","Windows 10",2917
"2016-11-03","Windows 7",2916
"2018-04-26","Windows 10",2916
"2020-06-01","Mac OS X",2913
"2020-05-23","Windows 10",2912
"2021-09-10","Windows 10",2911
"2018-02-15","Mac OS X",2911
"2016-09-13","Mac OS X",2909
"2019-01-17","Mac OS X",2909
"2020-11-12","Mac OS X",2907
"2019-02-05","Windows 10",2906
"2016-09-12","Mac OS X",2904
"2017-06-22","Windows 10",2902
"2020-09-24","Mac OS X",2901
"2021-11-02","Mac OS X",2901
"2021-11-09","Mac OS X",2899
"2017-04-20","Windows 7",2899
"2021-10-08","Windows 10",2896
"2021-03-22","Mac OS X",2894
"2020-10-01","Mac OS X",2894
"2019-03-11","Windows 10",2893
"2021-12-14","Mac OS X",2892
"2019-03-04","Windows 10",2891
"2019-01-09","Windows 10",2891
"2020-10-15","Mac OS X",2890
"2021-09-07","Mac OS X",2889
"2021-01-04","Mac OS X",2887
"2019-04-02","Windows 10",2887
"2019-03-06","Windows 10",2886
"2021-01-18","Mac OS X",2885
"2021-09-06","Windows 10",2885
"2020-10-08","Mac OS X",2885
"2021-12-13","Windows 10",2885
"2019-02-19","Windows 10",2885
"2021-03-15","Mac OS X",2882
"2019-08-27","Windows 10",2878
"2018-03-15","Mac OS X",2878
"2019-03-15","Windows 10",2876
"2020-12-04","Windows 10",2876
"2021-05-28","Windows 10",2875
"2021-04-12","Mac OS X",2875
"2019-08-28","Windows 10",2873
"2021-03-01","Mac OS X",2870
"2019-03-28","Mac OS X",2868
"2021-12-07","Mac OS X",2868
"2019-04-11","Windows 10",2865
"2019-11-06","Windows 10",2861
"2019-12-03","Mac OS X",2861
"2020-04-07","Mac OS X",2860
"2021-04-22","Mac OS X",2855
"2020-10-23","Windows 10",2854
"2021-12-23","Windows 10",2853
"2021-09-24","Windows 10",2852
"2019-04-08","Windows 10",2851
"2018-10-18","Windows 10",2849
"2019-09-09","Windows 10",2849
"2021-07-20","Mac OS X",2847
"2021-10-29","Windows 10",2846
"2019-12-10","Mac OS X",2843
"2020-10-29","Mac OS X",2841
"2021-04-26","Mac OS X",2839
"2018-09-20","Windows 10",2838
"2020-03-20","Windows 10",2837
"2019-04-26","Windows 10",2837
"2020-05-02","Windows 10",2836
"2016-11-29","Mac OS X",2836
"2020-11-05","Mac OS X",2836
"2020-06-13","Windows 10",2834
"2021-09-17","Windows 10",2834
"2019-09-16","Windows 10",2833
"2019-06-27","Windows 10",2833
"2019-02-11","Windows 10",2832
"2020-04-08","Mac OS X",2831
"2015-11-26","Mac OS X",2831
"2019-11-04","Windows 10",2830
"2020-07-20","Mac OS X",2828
"2017-06-15","Mac OS X",2828
"2021-06-18","Windows 10",2828
"2021-07-09","Windows 10",2825
"2019-03-19","Windows 10",2825
"2020-05-09","Windows 10",2823
"2021-09-03","Windows 10",2822
"2020-04-02","Mac OS X",2821
"2017-11-21","Windows 10",2821
"2018-10-04","Windows 10",2820
"2020-04-09","Mac OS X",2820
"2019-02-07","Windows 10",2820
"2021-04-02","Windows 10",2819
"2021-04-15","Mac OS X",2817
"2021-01-11","Mac OS X",2814
"2014-12-31","Windows 7",2813
"2019-04-04","Windows 10",2812
"2019-03-07","Windows 10",2809
"2019-09-23","Windows 10",2808
"2018-04-12","Mac OS X",2806
"2018-03-29","Windows 10",2805
"2015-09-29","Mac OS X",2801
"2016-11-28","Windows 10",2800
"2019-09-30","Windows 10",2799
"2020-02-21","Windows 10",2798
"2021-02-28","Windows 10",2798
"2021-01-25","Mac OS X",2795
"2019-09-10","Windows 10",2794
"2019-10-22","Windows 10",2794
"2020-01-10","Windows 10",2793
"2017-02-14","Windows 7",2793
"2020-05-25","Mac OS X",2792
"2019-04-01","Windows 10",2791
"2019-10-08","Windows 10",2790
"2021-11-23","Mac OS X",2788
"2021-08-20","Windows 10",2787
"2020-07-13","Mac OS X",2787
"2018-11-28","Windows 10",2786
"2021-08-17","Mac OS X",2785
"2020-05-30","Windows 10",2784
"2018-09-06","Mac OS X",2783
"2018-08-23","Windows 10",2782
"2019-06-07","Windows 10",2781
"2020-06-22","Mac OS X",2781
"2019-03-25","Windows 10",2780
"2019-01-08","Windows 10",2779
"2020-05-15","Mac OS X",2779
"2017-07-26","Mac OS X",2779
"2019-09-24","Windows 10",2779
"2014-10-28","Windows 7",2778
"2019-03-18","Windows 10",2777
"2019-01-31","Mac OS X",2776
"2021-06-10","Mac OS X",2776
"2015-11-26","Windows 7",2776
"2019-03-20","Windows 10",2776
"2021-08-27","Windows 10",2775
"2020-06-07","Windows 10",2774
"2019-01-14","Windows 10",2773
"2017-02-10","Mac OS X",2769
"2021-07-16","Windows 10",2768
"2021-12-20","Windows 10",2767
"2020-01-24","Windows 10",2767
"2021-10-22","Windows 10",2766
"2021-07-27","Mac OS X",2765
"2019-11-21","Windows 10",2764
"2020-03-28","Windows 10",2762
"2019-02-25","Windows 10",2761
"2018-05-24","Mac OS X",2761
"2018-06-21","Windows 10",2760
"2020-07-06","Mac OS X",2758
"2019-12-04","Windows 10",2755
"2016-11-01","Windows 10",2755
"2018-08-09","Windows 10",2754
"2019-08-13","Windows 10",2752
"2020-05-22","Mac OS X",2751
"2019-11-18","Windows 10",2750
"2019-11-11","Windows 10",2749
"2019-10-23","Windows 10",2748
"2019-11-07","Windows 10",2745
"2021-05-06","Mac OS X",2742
"2020-05-08","Mac OS X",2742
"2020-12-10","Mac OS X",2741
"2017-07-26","Windows 10",2740
"2020-05-29","Mac OS X",2739
"2021-07-02","Windows 10",2739
"2020-04-03","Mac OS X",2738
"2019-11-28","Windows 10",2738
"2019-11-19","Windows 10",2737
"2019-10-09","Windows 10",2736
"2015-10-30","Windows 7",2736
"2020-03-16","Windows 10",2736
"2019-05-24","Windows 10",2735
"2019-02-04","Windows 10",2735
"2019-08-05","Windows 10",2735
"2020-07-11","Windows 10",2733
"2018-06-07","Windows 10",2729
"2021-01-31","Windows 10",2729
"2019-02-14","Mac OS X",2729
"2019-03-01","Windows 10",2728
"2019-01-23","Windows 10",2728
"2021-08-13","Windows 10",2728
"2020-05-24","Windows 10",2728
"2019-09-02","Windows 10",2728
"2020-12-21","Windows 10",2727
"2021-05-13","Mac OS X",2727
"2019-07-31","Windows 10",2726
"2020-05-31","Windows 10",2725
"2019-01-28","Windows 10",2725
"2021-05-20","Mac OS X",2725
"2018-10-08","Windows 10",2725
"2015-10-30","Mac OS X",2723
"2020-12-28","Windows 10",2723
"2018-05-24","Windows 10",2721
"2019-11-20","Windows 10",2720
"2019-02-18","Windows 10",2720
"2021-01-30","Windows 10",2719
"2019-06-21","Windows 10",2719
"2019-08-19","Windows 10",2719
"2021-08-06","Windows 10",2718
"2019-03-05","Windows 10",2717
"2019-07-08","Windows 10",2715
"2019-11-05","Windows 10",2714
"2021-06-03","Mac OS X",2713
"2018-05-10","Windows 10",2713
"2019-10-21","Windows 10",2713
"2016-06-15","Mac OS X",2712
"2019-02-01","Windows 10",2712
"2021-04-19","Mac OS X",2711
"2016-12-22","Mac OS X",2710
"2021-12-02","Mac OS X",2709
"2021-03-08","Mac OS X",2702
"2021-05-27","Mac OS X",2700
"2020-07-27","Mac OS X",2696
"2013-12-02","Mac OS X",2693
"2016-02-12","Mac OS X",2692
"2016-09-13","Windows 10",2690
"2019-12-05","Windows 10",2690
"2020-04-04","Windows 10",2689
"2020-06-05","Mac OS X",2688
"2017-06-15","Windows 10",2688
"2020-07-18","Windows 10",2687
"2021-06-25","Windows 10",2686
"2020-06-20","Windows 10",2686
"2017-12-20","Windows 10",2685
"2019-10-14","Windows 10",2684
"2018-12-18","Mac OS X",2683
"2019-10-07","Windows 10",2683
"2016-10-31","Windows 10",2683
"2016-12-22","Windows 10",2683
"2016-11-23","Windows 10",2682
"2021-07-23","Windows 10",2682
"2016-12-30","Windows 10",2682
"2019-01-07","Windows 10",2682
"2020-01-17","Windows 10",2680
"2019-05-20","Windows 10",2679
"2021-02-07","Windows 10",2676
"2019-11-25","Windows 10",2676
"2020-12-11","Windows 10",2676
"2017-02-15","Windows 7",2675
"2019-01-22","Windows 10",2674
"2021-02-22","Mac OS X",2674
"2017-12-06","Mac OS X",2673
"2019-02-21","Windows 10",2671
"2019-02-28","Mac OS X",2670
"2019-08-12","Windows 10",2667
"2021-05-17","Mac OS X",2665
"2019-04-29","Windows 10",2665
"2014-11-26","Mac OS X",2664
"2016-02-10","Mac OS X",2664
"2020-06-14","Windows 10",2663
"2019-10-28","Windows 10",2663
"2020-11-27","Windows 10",2662
"2020-03-23","Mac OS X",2661
"2019-01-21","Windows 10",2661
"2019-05-01","Windows 10",2661
"2014-09-04","Mac OS X",2661
"2017-06-19","Mac OS X",2656
"2019-07-22","Windows 10",2655
"2021-03-14","Windows 10",2653
"2020-03-27","Mac OS X",2652
"2020-03-02","Mac OS X",2652
"2018-11-01","Windows 10",2652
"2017-05-25","Mac OS X",2651
"2020-05-10","Windows 10",2650
"2021-05-03","Mac OS X",2649
"2017-02-16","Mac OS X",2648
"2020-10-05","Mac OS X",2647
"2018-03-20","Windows 10",2644
"2020-03-13","Windows 10",2644
"2017-06-19","Windows 10",2643
"2020-08-10","Mac OS X",2638
"2020-07-04","Windows 10",2638
"2019-09-12","Windows 10",2638
"2019-08-26","Windows 10",2637
"2020-06-27","Windows 10",2637
"2018-07-12","Windows 10",2637
"2018-03-29","Mac OS X",2636
"2018-04-26","Mac OS X",2633
"2017-08-23","Windows 7",2633
"2019-12-27","Windows 10",2633
"2021-07-01","Mac OS X",2632
"2018-05-10","Mac OS X",2632
"2021-02-15","Mac OS X",2631
"2018-11-28","Mac OS X",2631
"2021-03-07","Windows 10",2631
"2019-05-15","Windows 10",2631
"2019-07-17","Windows 10",2630
"2021-02-08","Mac OS X",2630
"2021-06-17","Mac OS X",2629
"2019-04-15","Windows 10",2627
"2020-03-03","Mac OS X",2627
"2021-01-23","Windows 10",2626
"2020-03-12","Mac OS X",2623
"2020-08-01","Windows 10",2623
"2021-01-09","Windows 10",2623
"2020-08-31","Mac OS X",2621
"2018-03-06","Windows 10",2620
"2019-05-14","Windows 10",2620
"2019-09-05","Mac OS X",2620
"2021-09-30","Mac OS X",2620
"2019-07-29","Windows 10",2619
"2021-02-06","Windows 10",2616
"2019-03-08","Windows 10",2615
"2021-10-14","Mac OS X",2615
"2020-07-25","Windows 10",2613
"2019-05-06","Windows 10",2611
"2020-11-09","Mac OS X",2611
"2020-09-21","Mac OS X",2609
"2019-05-13","Windows 10",2609
"2020-08-24","Mac OS X",2609
"2021-12-28","Mac OS X",2609
"2019-06-17","Windows 10",2605
"2019-05-29","Windows 10",2605
"2019-01-24","Windows 10",2604
"2018-10-04","Mac OS X",2603
"2018-12-06","Windows 10",2603
"2020-06-19","Mac OS X",2602
"2021-03-27","Windows 10",2602
"2021-12-27","Windows 10",2600
"2021-12-22","Mac OS X",2599
"2018-04-04","Windows 10",2599
"2020-03-29","Windows 10",2599
"2021-03-13","Windows 10",2599
"2018-07-26","Windows 10",2598
"2019-08-01","Windows 10",2597
"2018-09-27","Windows 10",2595
"2018-03-22","Windows 10",2595
"2019-07-16","Windows 10",2593
"2019-04-17","Windows 10",2592
"2020-06-28","Windows 10",2592
"2019-06-11","Windows 10",2591
"2021-03-29","Mac OS X",2591
"2020-06-12","Mac OS X",2590
"2018-06-21","Mac OS X",2590
"2019-06-10","Windows 10",2589
"2019-01-10","Windows 10",2589
"2018-02-06","Windows 10",2588
"2015-02-13","Mac OS X",2588
"2018-02-07","Windows 10",2587
"2021-03-28","Windows 10",2587
"2019-06-25","Windows 10",2585
"2019-09-06","Windows 10",2584
"2017-12-06","Windows 10",2584
"2019-08-29","Windows 10",2584
"2020-08-17","Mac OS X",2582
"2019-02-22","Windows 10",2582
"2014-10-27","Windows 7",2581
"2019-03-21","Windows 10",2581
"2018-10-18","Mac OS X",2580
"2019-10-10","Windows 10",2579
"2020-12-17","Mac OS X",2579
"2019-02-05","Mac OS X",2579
"2014-11-25","Windows 7",2578
"2021-01-16","Windows 10",2578
"2019-04-12","Windows 10",2577
